resort_id,resort_name_canonical,latitude,longitude,altitude_top_m,snow_station_code,snow_station_label,snow_station_latitude,snow_station_longitude,snow_station_elevation_m,snow_station_active_snapshot,snow_station_type,snow_station_distance_km,snow_station_elevation_gap_to_resort_top_m,snow_station_winter_coverage_share_2013_2025,snow_station_usable_winter_seasons,snow_proxy_quality,assignment_method,relationship_type,direct_slope_representation,source_ids,limitations
schwarzenbuhl_selital,Schwarzenbühl Selital,46.744577,7.389829,1600,STH2,Vorderstocken,46.682049,7.519649,1791,True,SNOW_FLAT,12.095602670787278,191,0.9987266553480475,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
langenbruck,Langenbruck,47.34501,7.763203,950,ROA2,Rotschalp,46.774319,7.993941,1875,True,SNOW_FLAT,65.821014556872,925,0.99830220713073,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
bulle_la_chia,Bulle - La Chia,46.618141,7.055197,1300,ALI2,Chenau,46.488632,6.993298,1708,True,SNOW_FLAT,15.158664365686066,408,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
charmey,Charmey,46.626158,7.206259,1630,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,5.269948115452776,77,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
hapfere_plaffeien,Hapfere Plaffeien,46.730875,7.280062,935,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,10.885920375436825,772,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
jaun_gastlosen,Jaun Gastlosen,46.610653,7.276211,1600,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,2.4935886943614833,107,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
la_berra_la_roche,La Berra - La Roche,46.676091,7.175961,1640,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,8.917223241929408,67,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
les_paccots_chatel_saint_denis,Les Paccots - Châtel Saint Denis,46.521312,6.947823,1500,ALI2,Chenau,46.488632,6.993298,1708,True,SNOW_FLAT,5.0317169829983985,208,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
moleson_la_gruyere,Moléson - La Gruyère,46.550568,7.0205,2002,ALI2,Chenau,46.488632,6.993298,1708,True,SNOW_FLAT,7.194610937642134,294,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
mont_gibloux,Mont Gibloux,46.686425,7.037687,1200,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,19.025310631327407,507,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
rathvel,Rathvel,46.545639,6.979065,1496,ALI2,Chenau,46.488632,6.993298,1708,True,SNOW_FLAT,6.431773349303454,212,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
schwarzsee_kaiseregg_bahnen,Schwarzsee Kaiseregg Bahnen,46.664635,7.291059,1750,JAU2,Fochsen,46.633049,7.274541,1707,True,SNOW_FLAT,3.731667860832108,43,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
aela_maloja,Aela Maloja,46.396348,9.704447,2159,LAG3,Materdell,46.424527,9.697772,2300,True,SNOW_FLAT,3.1748823839635034,141,0.9910865874363328,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
andermatt_oberalp_sedrun,Andermatt - Oberalp - Sedrun,46.667286,8.711815,2600,TUJ2,Culmatsch,46.68388,8.723751,2262,True,SNOW_FLAT,2.0576524377018535,338,0.9995755517826825,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
arosa_lenzerheide,Arosa Lenzerheide,46.764619,9.607973,2865,DAV3,Hanengretji,46.788833,9.77399,2455,True,SNOW_FLAT,12.925921477190817,410,0.9991511035653651,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
avers,Avers,46.445427,9.539695,2600,JUL2,Vairana,46.478497,9.692311,2426,True,SNOW_FLAT,12.254378435235267,174,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
bergun_filisur_bergun_filisur_darlux,Bergün - Filisur Bergün - Filisur / Darlux,46.623299,9.771051,2567,ELA2,Tschitta,46.591425,9.714694,2726,True,SNOW_FLAT,5.5763553864938045,159,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
bivio,Bivio,46.46902,9.650717,2560,JUL2,Vairana,46.478497,9.692311,2426,True,SNOW_FLAT,3.3550027332139565,134,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
brambruesch_chur_brambruesch,Brambrüesch Chur - Brambrüesch,46.82937,9.516478,2160,TAM3,Schaftäli,46.890984,9.458167,2166,True,SNOW_FLAT,8.160580673246422,6,0.9915110356536503,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
brigels_waltensburg_andiast,Brigels Waltensburg Andiast,46.795006,9.075394,2418,TUM2,Val Miez,46.781066,9.021468,2191,True,SNOW_FLAT,4.388528290619449,227,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
bugls_s_chanf,Bügls - S - chanf,46.613038,9.997939,1730,KES2,Porta d'Es-cha,46.621284,9.898139,2727,True,SNOW_FLAT,7.6773299417366765,997,0.9995755517826825,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
corvatsch_furtschellas,Corvatsch - Furtschellas,46.432119,9.823236,3303,LAG2,Tscheppa,46.451357,9.74458,2730,True,SNOW_FLAT,6.3952843769270595,573,0.9974533106960951,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
corviglia_st_moritz,Corviglia St. Moritz,46.513102,9.818344,3057,BEV2,Valetta,46.539564,9.83709,2512,True,SNOW_FLAT,3.2733434083166313,545,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
diavolezza_lagalb,Diavolezza - Lagalb,46.413612,9.966389,2978,BER2,Motta Bianca,46.420571,10.029201,2447,True,SNOW_FLAT,4.876840655555957,531,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
disentis,Disentis,46.704321,8.814468,2850,LUM2,Lumpegna Süd,46.73118,8.86169,2365,True,SNOW_SLOPE,4.6775352686175315,485,0.9966044142614601,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
feldis,Feldis,46.79386,9.441891,2000,TAM3,Schaftäli,46.890984,9.458167,2166,True,SNOW_FLAT,10.870428273350702,166,0.9915110356536503,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
grusch_danusa,Grüsch Danusa,46.961045,9.634493,1800,MLB2,Bärgtälli,47.088468,9.61177,1974,True,SNOW_FLAT,14.273116084198925,174,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
heuberge_fideriser_heuberge,Heuberge Fideriser Heuberge,46.866294,9.724874,2360,PAR2,Kreuzweg,46.851725,9.804844,2290,True,SNOW_FLAT,6.292603995398298,70,0.9698641765704584,12,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
hochwang,Hochwang,46.840557,9.648889,2284,DAV3,Hanengretji,46.788833,9.77399,2455,True,SNOW_FLAT,11.122370160001386,171,0.9991511035653651,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
jakobshorn_davos_jakobshorn,Jakobshorn Davos Jakobshorn,46.774495,9.83654,2590,SLF2,Davos Stilli (SLF),46.812767,9.848265,1563,True,SNOW_FLAT,4.348257920895841,1027,0.9987266553480475,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
junker_st_antonien,Junker - St. Antönien,46.971446,9.803253,1650,KLO2,Madrisa,46.909115,9.873859,2147,True,SNOW_FLAT,8.761907435763222,497,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
laax_flims_laax_falera,Laax Flims Laax Falera,46.847979,9.217186,3018,CMA2,La Fuorcla,46.846872,9.183455,2325,True,SNOW_FLAT,2.56823289079682,693,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
languard_pontresina,Languard Pontresina,46.491566,9.907554,2320,BER3,Puoz Bass,46.440915,9.91589,2625,True,SNOW_FLAT,5.668212972674956,305,0.9796264855687606,12,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
madrisa_klosters_madrisa,Madrisa Klosters Madrisa,46.897446,9.867868,2602,KLO2,Madrisa,46.909115,9.873859,2147,True,SNOW_FLAT,1.3750484360517425,455,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
mastrils_skilift_mastrils,Mastrils Skilift Mastrils,46.967238,9.538779,940,TAM3,Schaftäli,46.890984,9.458167,2166,True,SNOW_FLAT,10.457771424587138,1226,0.9915110356536503,13,low,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
minschuns_val_mustair,Minschuns - Val Müstair,46.647256,10.332212,2700,OFE2,Murtaröl,46.631706,10.289051,2359,True,SNOW_FLAT,3.721237107339473,341,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
motta_naluns_scuol_motta_naluns,Motta Naluns Scuol Motta Naluns,46.818447,10.261745,2800,NAS2,Schlivèra,46.815038,10.255321,2350,True,SNOW_FLAT,0.6185837531418712,450,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
muottas_muragl,Muottas Muragl,46.518654,9.89705,2456,BEV2,Valetta,46.539564,9.83709,2512,True,SNOW_FLAT,5.142607885780313,56,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
musella_la_punt_musella,Müsella La Punt - Müsella,46.571481,9.930184,1790,KES2,Porta d'Es-cha,46.621284,9.898139,2727,True,SNOW_FLAT,6.054960998566944,937,0.9995755517826825,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
obermutten_mutten_obermutten,Obermutten Mutten - Obermutten,46.672336,9.487853,2000,PMA2,Colms da Parsonz,46.580076,9.537387,2429,True,SNOW_FLAT,10.933995087853482,429,0.9910865874363328,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
obersaxen_mundaun,Obersaxen Mundaun,46.736331,9.119854,2310,TUM2,Val Miez,46.781066,9.021468,2191,True,SNOW_FLAT,8.995252683236112,119,1.0,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
pany,Pany,46.933802,9.760868,1550,KLO2,Madrisa,46.909115,9.873859,2147,True,SNOW_FLAT,9.009615517078064,597,1.0,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
parsenn_davos_klosters_parsenn,Parsenn Davos Klosters Parsenn,46.847571,9.820662,2844,PAR2,Kreuzweg,46.851725,9.804844,2290,True,SNOW_FLAT,1.288561124501289,554,0.9698641765704584,12,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
pian_cales_san_bernardino,Pian Cales San Bernardino,46.462443,9.196994,2525,MES2,Pian Grand,46.414011,9.160297,2384,True,SNOW_FLAT,6.075367583151477,141,0.9978777589134126,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
pischa_davos_pischa,Pischa Davos Pischa,46.807873,9.913616,2483,KLO3,Gatschiefer,46.841271,9.931672,2299,True,SNOW_FLAT,3.9596394130217667,184,0.9944821731748726,13,high,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
pradaschier_churwalden,Pradaschier - Churwalden,46.782678,9.520105,2235,TAM3,Schaftäli,46.890984,9.458167,2166,True,SNOW_FLAT,12.931869212354977,69,0.9915110356536503,13,moderate,nearest_geographic_SLF_snow_station_with_at_least_80pct_winter_coverage_2013_2025,external_mountain_station_proxy_only,False,SLF_IMIS_STATIONS|SLF_IMIS_DAILY_SNOW,"IMIS stations support avalanche monitoring and can differ from the resort in terrain, aspect, exposure, elevation, grooming, and snowmaking."
